m_or_family,d_or_k,a,b,note
analytic_cycle,2,0.375,0.5,P4_gap=0.1250
analytic_cycle,3,0.375,0.5,P4_gap=0.1250
analytic_cycle,4,0.375,0.5,P4_gap=0.1250
analytic_cycle,5,0.375,0.5,P4_gap=0.1250
analytic_cycle,6,0.375,0.5,P4_gap=0.1250
analytic_cycle,8,0.375,0.5,P4_gap=0.1250
analytic_cycle,10,0.375,0.5,P4_gap=0.1250
analytic_cubic,6,0.20987654,0.33333333,P4_gap=0.1235
search,10,4,"(0, 1, 2, 5)","(0, 1, 3, 5)","1-WL+RWPE-equiv(deployed_4_6_8) NON-iso"
search,10,4,"(0, 1, 2, 5)","(0, 1, 4, 6)","1-WL+RWPE-equiv(deployed_4_6_8) NON-iso"
search,10,4,"(0, 1, 2, 5)","(0, 1, 5, 7)","1-WL+RWPE-equiv(deployed_4_6_8) NON-iso"
search,10,4,"(0, 1, 2, 5)","(0, 1, 6, 8)","1-WL+RWPE-equiv(deployed_4_6_8) NON-iso"
search,10,4,"(0, 1, 2, 5)","(0, 2, 3, 8)","1-WL+RWPE-equiv(deployed_4_6_8) NON-iso"
search,10,4,"(0, 1, 2, 5)","(0, 2, 4, 5)","1-WL+RWPE-equiv(deployed_4_6_8) NON-iso"
search,12,4,"(0, 1, 2, 6)","(0, 1, 3, 9)","1-WL+RWPE-equiv(allL<=16) NON-iso"
search,12,4,"(0, 1, 2, 6)","(0, 1, 4, 10)","1-WL+RWPE-equiv(allL<=16) NON-iso"
search,12,4,"(0, 1, 2, 6)","(0, 2, 3, 6)","1-WL+RWPE-equiv(allL<=16) NON-iso"
search,12,4,"(0, 1, 2, 6)","(0, 2, 5, 8)","1-WL+RWPE-equiv(allL<=16) NON-iso"
search,12,4,"(0, 1, 2, 6)","(0, 2, 6, 9)","1-WL+RWPE-equiv(allL<=16) NON-iso"
search,12,4,"(0, 1, 2, 6)","(0, 2, 8, 11)","1-WL+RWPE-equiv(allL<=16) NON-iso"
